chunk,rep,DGP,n,bs,sq,cv,dt,fd,tam,tdip,tzdip
9,466,A1,1000,-0.06085141903171959,0.003702895198173925,1.0,0,0,0,0,0
9,467,A1,1000,0.12696160267111845,0.01611924855281895,0.0,1,0,0,0,0
9,468,A1,1000,0.024791318864774592,0.0006146094910549286,1.0,1,0,0,1,1
9,469,A1,1000,0.04582637729549244,0.002100056856028825,1.0,1,0,0,1,1
9,470,A1,1000,0.05484140233722867,0.0030075794103137906,1.0,1,0,0,0,0
9,471,A1,1000,0.09390651085141899,0.008818432780287672,1.0,1,0,0,0,0
9,472,A1,1000,0.08789649415692824,0.007725793685078921,0.0,1,0,0,0,0
9,473,A1,1000,0.02328881469115185,0.0005423688897188102,1.0,0,0,0,0,0
9,474,A1,1000,-0.018781302170283898,0.00035273731121151066,1.0,1,0,0,0,0
9,475,A1,1000,0.09691151919866436,0.009391842553393091,0.0,1,0,0,0,0
9,476,A1,1000,0.04883138564273781,0.0023845042237897805,1.0,0,0,0,0,0
9,477,A1,1000,-0.0022537562604341144,5.079417281445963e-06,1.0,0,0,0,0,0
9,478,A1,1000,-0.01126878130217035,0.0001269854320361441,1.0,1,0,0,0,0
9,479,A1,1000,0.04883138564273781,0.0023845042237897805,1.0,1,0,0,0,0
9,480,A1,1000,-0.006761268781302232,4.5714755533012174e-05,1.0,1,0,0,0,0
9,481,A1,1000,0.04883138564273781,0.0023845042237897805,1.0,1,0,0,0,0
9,482,A1,1000,0.044323873121869695,0.001964605728523603,1.0,0,0,0,0,0
9,483,A1,1000,-0.0037562604340568573,1.410949244846101e-05,1.0,1,0,0,0,0
9,484,A1,1000,0.0172787979966611,0.0002985568602094196,1.0,1,0,0,0,0
9,485,A1,1000,-0.01427378964941578,0.00020374107095576905,1.0,1,0,0,0,0
9,486,A1,1000,0.06686143572621028,0.0044704515873701485,1.0,0,0,0,0,0
9,487,A1,1000,0.020283806343906474,0.00041143279979710055,1.0,1,0,0,0,0
9,488,A1,1000,0.0022537562604340033,5.0794172814454634e-06,1.0,0,0,0,0,0
9,489,A1,1000,-0.07287145242070125,0.005310248577902527,1.0,1,0,0,0,0
9,490,A1,1000,-0.024791318864774703,0.000614609491054934,1.0,1,0,0,0,0
9,491,A1,1000,-0.050333889816360666,0.002533500464045536,1.0,1,0,0,0,0
9,492,A1,1000,-0.02929883138564282,0.0008584215205643288,1.0,0,0,0,0,0
9,493,A1,1000,0.09090150250417361,0.008263083157516282,1.0,0,0,0,0,0
9,494,A1,1000,-0.005258764607679545,2.7654605198982996e-05,1.0,1,0,0,0,0
9,495,A1,1000,-0.006761268781302232,4.5714755533012174e-05,1.0,1,0,0,0,0
9,496,A1,1000,0.06535893155258765,0.0042717899336958375,1.0,1,0,0,1,1
9,497,A1,1000,-0.03380634390651094,0.0011428688883252892,1.0,0,0,0,0,0
9,498,A1,1000,-0.05784641068447416,0.003346207229076846,1.0,1,0,0,0,0
9,499,A1,1000,0.04131886477462432,0.0017072485862636903,1.0,1,0,0,0,0
9,450,A1,5000,-0.021786310517529273,0.0004746433259662066,1.0,1,0,0,1,1
9,451,A1,5000,-0.000751252086811427,5.643796979385238e-07,1.0,0,0,0,1,1
9,452,A1,5000,0.02929883138564271,0.0008584215205643223,1.0,1,0,0,0,0
9,453,A1,5000,0.014273789649415614,0.0002037410709557643,1.0,1,0,0,1,1
9,454,A1,5000,-0.04131886477462443,0.0017072485862636997,1.0,0,0,0,0,0
9,455,A1,5000,-0.021786310517529273,0.0004746433259662066,1.0,0,0,0,1,1
9,456,A1,5000,0.06986644407345577,0.004881320007469323,0.0,0,0,0,0,0
9,457,A1,5000,0.009766277128547496,9.538016895158993e-05,1.0,1,0,0,1,1
9,458,A1,5000,-0.035308848080133626,0.001246714752745956,1.0,0,0,0,1,1
9,459,A1,5000,0.03530884808013346,0.0012467147527459442,1.0,0,0,0,0,0
9,460,A1,5000,0.05333889816360604,0.0028450380573075357,1.0,1,0,0,0,0
9,461,A1,5000,-0.04282136894824712,0.0018336696386019025,1.0,1,0,0,0,0
9,462,A1,5000,-0.0037562604340568573,1.410949244846101e-05,1.0,0,0,0,1,1
9,463,A1,5000,-0.020283806343906585,0.00041143279979710505,1.0,1,0,0,1,1
9,464,A1,5000,0.0172787979966611,0.0002985568602094196,1.0,1,0,0,0,0
9,465,A1,5000,0.012771285475792982,0.00016310573270420076,1.0,1,0,0,1,1
9,466,A1,5000,0.009766277128547496,9.538016895158993e-05,1.0,1,0,0,1,1
9,467,A1,5000,0.0022537562604340033,5.0794172814454634e-06,1.0,1,0,0,1,1
9,468,A1,5000,-0.021786310517529273,0.0004746433259662066,1.0,1,0,0,1,1
9,469,A1,5000,-0.07136894824707851,0.005093526773894171,1.0,1,0,0,0,0
9,470,A1,5000,0.015776293823038356,0.0002488914467908382,1.0,1,0,0,1,1
9,471,A1,5000,0.04732888146911518,0.002240023021117554,1.0,1,0,0,0,0
9,472,A1,5000,-0.020283806343906585,0.00041143279979710505,1.0,1,0,0,1,1
9,473,A1,5000,0.026293823038397335,0.0006913651299745544,1.0,1,0,0,1,1
9,474,A1,5000,-0.03681135225375631,0.00135507565475013,0.0,1,0,0,1,1
9,475,A1,5000,0.027796327212019967,0.0007726358064776817,1.0,1,0,0,1,1
9,476,A1,5000,0.006761268781302121,4.571475553301067e-05,1.0,1,0,0,1,1
